instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
15480322,60470,NIFTY25SEP24900PE,NIFTY,0,2025-09-30,24900.0,0.05,75,PE,NFO-OPT,NFO
15485186,60489,NIFTY25SEP25250CE,NIFTY,0,2025-09-30,25250.0,0.05,75,CE,NFO-OPT,NFO
15485442,60490,NIFTY25SEP25250PE,NIFTY,0,2025-09-30,25250.0,0.05,75,PE,NFO-OPT,NFO
15479554,60467,NIFTY25SEP24850CE,NIFTY,0,2025-09-30,24850.0,0.05,75,CE,NFO-OPT,NFO
15479810,60468,NIFTY25SEP24850PE,NIFTY,0,2025-09-30,24850.0,0.05,75,PE,NFO-OPT,NFO
15485698,60491,NIFTY25SEP25300CE,NIFTY,0,2025-09-30,25300.0,0.05,75,CE,NFO-OPT,NFO
15485954,60492,NIFTY25SEP25300PE,NIFTY,0,2025-09-30,25300.0,0.05,75,PE,NFO-OPT,NFO
15479042,60465,NIFTY25SEP24800CE,NIFTY,0,2025-09-30,24800.0,0.05,75,CE,NFO-OPT,NFO
15479298,60466,NIFTY25SEP24800PE,NIFTY,0,2025-09-30,24800.0,0.05,75,PE,NFO-OPT,NFO
15486210,60493,NIFTY25SEP25350CE,NIFTY,0,2025-09-30,25350.0,0.05,75,CE,NFO-OPT,NFO
15486466,60494,NIFTY25SEP25350PE,NIFTY,0,2025-09-30,25350.0,0.05,75,PE,NFO-OPT,NFO
15478018,60461,NIFTY25SEP24750CE,NIFTY,0,2025-09-30,24750.0,0.05,75,CE,NFO-OPT,NFO
15478786,60464,NIFTY25SEP24750PE,NIFTY,0,2025-09-30,24750.0,0.05,75,PE,NFO-OPT,NFO
15486722,60495,NIFTY25SEP25400CE,NIFTY,0,2025-09-30,25400.0,0.05,75,CE,NFO-OPT,NFO
15486978,60496,NIFTY25SEP25400PE,NIFTY,0,2025-09-30,25400.0,0.05,75,PE,NFO-OPT,NFO
15476994,60457,NIFTY25SEP24700CE,NIFTY,0,2025-09-30,24700.0,0.05,75,CE,NFO-OPT,NFO
15477762,60460,NIFTY25SEP24700PE,NIFTY,0,2025-09-30,24700.0,0.05,75,PE,NFO-OPT,NFO
15487490,60498,NIFTY25SEP25450PE,NIFTY,0,2025-09-30,25450.0,0.05,75,PE,NFO-OPT,NFO
16564226,64704,NIFTY25SEP30000CE,NIFTY,0,2025-09-30,30000.0,0.05,75,CE,NFO-OPT,NFO
16564482,64705,NIFTY25SEP30000PE,NIFTY,0,2025-09-30,30000.0,0.05,75,PE,NFO-OPT,NFO
16563714,64702,NIFTY25SEP29000CE,NIFTY,0,2025-09-30,29000.0,0.05,75,CE,NFO-OPT,NFO
16563970,64703,NIFTY25SEP29000PE,NIFTY,0,2025-09-30,29000.0,0.05,75,PE,NFO-OPT,NFO
16563202,64700,NIFTY25SEP28000CE,NIFTY,0,2025-09-30,28000.0,0.05,75,CE,NFO-OPT,NFO
16563458,64701,NIFTY25SEP28000PE,NIFTY,0,2025-09-30,28000.0,0.05,75,PE,NFO-OPT,NFO
15520002,60625,NIFTY25SEP27400CE,NIFTY,0,2025-09-30,27400.0,0.05,75,CE,NFO-OPT,NFO
15520258,60626,NIFTY25SEP27400PE,NIFTY,0,2025-09-30,27400.0,0.05,75,PE,NFO-OPT,NFO
15519490,60623,NIFTY25SEP27350CE,NIFTY,0,2025-09-30,27350.0,0.05,75,CE,NFO-OPT,NFO
15519746,60624,NIFTY25SEP27350PE,NIFTY,0,2025-09-30,27350.0,0.05,75,PE,NFO-OPT,NFO
15518978,60621,NIFTY25SEP27300CE,NIFTY,0,2025-09-30,27300.0,0.05,75,CE,NFO-OPT,NFO
15519234,60622,NIFTY25SEP27300PE,NIFTY,0,2025-09-30,27300.0,0.05,75,PE,NFO-OPT,NFO
15518466,60619,NIFTY25SEP27250CE,NIFTY,0,2025-09-30,27250.0,0.05,75,CE,NFO-OPT,NFO
15518722,60620,NIFTY25SEP27250PE,NIFTY,0,2025-09-30,27250.0,0.05,75,PE,NFO-OPT,NFO
15517442,60615,NIFTY25SEP27200CE,NIFTY,0,2025-09-30,27200.0,0.05,75,CE,NFO-OPT,NFO
15518210,60618,NIFTY25SEP27200PE,NIFTY,0,2025-09-30,27200.0,0.05,75,PE,NFO-OPT,NFO
15516930,60613,NIFTY25SEP27150CE,NIFTY,0,2025-09-30,27150.0,0.05,75,CE,NFO-OPT,NFO
15517186,60614,NIFTY25SEP27150PE,NIFTY,0,2025-09-30,27150.0,0.05,75,PE,NFO-OPT,NFO
15516418,60611,NIFTY25SEP27100CE,NIFTY,0,2025-09-30,27100.0,0.05,75,CE,NFO-OPT,NFO
15516674,60612,NIFTY25SEP27100PE,NIFTY,0,2025-09-30,27100.0,0.05,75,PE,NFO-OPT,NFO
15515906,60609,NIFTY25SEP27050CE,NIFTY,0,2025-09-30,27050.0,0.05,75,CE,NFO-OPT,NFO
15516162,60610,NIFTY25SEP27050PE,NIFTY,0,2025-09-30,27050.0,0.05,75,PE,NFO-OPT,NFO
16562690,64698,NIFTY25SEP27000CE,NIFTY,0,2025-09-30,27000.0,0.05,75,CE,NFO-OPT,NFO
16562946,64699,NIFTY25SEP27000PE,NIFTY,0,2025-09-30,27000.0,0.05,75,PE,NFO-OPT,NFO
15515394,60607,NIFTY25SEP26950CE,NIFTY,0,2025-09-30,26950.0,0.05,75,CE,NFO-OPT,NFO
15515650,60608,NIFTY25SEP26950PE,NIFTY,0,2025-09-30,26950.0,0.05,75,PE,NFO-OPT,NFO
15514882,60605,NIFTY25SEP26900CE,NIFTY,0,2025-09-30,26900.0,0.05,75,CE,NFO-OPT,NFO
15515138,60606,NIFTY25SEP26900PE,NIFTY,0,2025-09-30,26900.0,0.05,75,PE,NFO-OPT,NFO
15514370,60603,NIFTY25SEP26850CE,NIFTY,0,2025-09-30,26850.0,0.05,75,CE,NFO-OPT,NFO
15514626,60604,NIFTY25SEP26850PE,NIFTY,0,2025-09-30,26850.0,0.05,75,PE,NFO-OPT,NFO
15513858,60601,NIFTY25SEP26800CE,NIFTY,0,2025-09-30,26800.0,0.05,75,CE,NFO-OPT,NFO
15514114,60602,NIFTY25SEP26800PE,NIFTY,0,2025-09-30,26800.0,0.05,75,PE,NFO-OPT,NFO
15513346,60599,NIFTY25SEP26750CE,NIFTY,0,2025-09-30,26750.0,0.05,75,CE,NFO-OPT,NFO
15513602,60600,NIFTY25SEP26750PE,NIFTY,0,2025-09-30,26750.0,0.05,75,PE,NFO-OPT,NFO
15512834,60597,NIFTY25SEP26700CE,NIFTY,0,2025-09-30,26700.0,0.05,75,CE,NFO-OPT,NFO
15513090,60598,NIFTY25SEP26700PE,NIFTY,0,2025-09-30,26700.0,0.05,75,PE,NFO-OPT,NFO
15512322,60595,NIFTY25SEP26650CE,NIFTY,0,2025-09-30,26650.0,0.05,75,CE,NFO-OPT,NFO
15512578,60596,NIFTY25SEP26650PE,NIFTY,0,2025-09-30,26650.0,0.05,75,PE,NFO-OPT,NFO
15511810,60593,NIFTY25SEP26600CE,NIFTY,0,2025-09-30,26600.0,0.05,75,CE,NFO-OPT,NFO
15512066,60594,NIFTY25SEP26600PE,NIFTY,0,2025-09-30,26600.0,0.05,75,PE,NFO-OPT,NFO
15511298,60591,NIFTY25SEP26550CE,NIFTY,0,2025-09-30,26550.0,0.05,75,CE,NFO-OPT,NFO
15511554,60592,NIFTY25SEP26550PE,NIFTY,0,2025-09-30,26550.0,0.05,75,PE,NFO-OPT,NFO
15510786,60589,NIFTY25SEP26500CE,NIFTY,0,2025-09-30,26500.0,0.05,75,CE,NFO-OPT,NFO
15511042,60590,NIFTY25SEP26500PE,NIFTY,0,2025-09-30,26500.0,0.05,75,PE,NFO-OPT,NFO
15510274,60587,NIFTY25SEP26450CE,NIFTY,0,2025-09-30,26450.0,0.05,75,CE,NFO-OPT,NFO
15510530,60588,NIFTY25SEP26450PE,NIFTY,0,2025-09-30,26450.0,0.05,75,PE,NFO-OPT,NFO
15509762,60585,NIFTY25SEP26400CE,NIFTY,0,2025-09-30,26400.0,0.05,75,CE,NFO-OPT,NFO
15510018,60586,NIFTY25SEP26400PE,NIFTY,0,2025-09-30,26400.0,0.05,75,PE,NFO-OPT,NFO
15509250,60583,NIFTY25SEP26350CE,NIFTY,0,2025-09-30,26350.0,0.05,75,CE,NFO-OPT,NFO
15509506,60584,NIFTY25SEP26350PE,NIFTY,0,2025-09-30,26350.0,0.05,75,PE,NFO-OPT,NFO
15507458,60576,NIFTY25SEP26300CE,NIFTY,0,2025-09-30,26300.0,0.05,75,CE,NFO-OPT,NFO
15508994,60582,NIFTY25SEP26300PE,NIFTY,0,2025-09-30,26300.0,0.05,75,PE,NFO-OPT,NFO
15506946,60574,NIFTY25SEP26250CE,NIFTY,0,2025-09-30,26250.0,0.05,75,CE,NFO-OPT,NFO
15507202,60575,NIFTY25SEP26250PE,NIFTY,0,2025-09-30,26250.0,0.05,75,PE,NFO-OPT,NFO
15504898,60566,NIFTY25SEP26200CE,NIFTY,0,2025-09-30,26200.0,0.05,75,CE,NFO-OPT,NFO
15506690,60573,NIFTY25SEP26200PE,NIFTY,0,2025-09-30,26200.0,0.05,75,PE,NFO-OPT,NFO
15501826,60554,NIFTY25SEP26150CE,NIFTY,0,2025-09-30,26150.0,0.05,75,CE,NFO-OPT,NFO
15504642,60565,NIFTY25SEP26150PE,NIFTY,0,2025-09-30,26150.0,0.05,75,PE,NFO-OPT,NFO
15501314,60552,NIFTY25SEP26100CE,NIFTY,0,2025-09-30,26100.0,0.05,75,CE,NFO-OPT,NFO
15501570,60553,NIFTY25SEP26100PE,NIFTY,0,2025-09-30,26100.0,0.05,75,PE,NFO-OPT,NFO
15500290,60548,NIFTY25SEP26050CE,NIFTY,0,2025-09-30,26050.0,0.05,75,CE,NFO-OPT,NFO
15501058,60551,NIFTY25SEP26050PE,NIFTY,0,2025-09-30,26050.0,0.05,75,PE,NFO-OPT,NFO
16562178,64696,NIFTY25SEP26000CE,NIFTY,0,2025-09-30,26000.0,0.05,75,CE,NFO-OPT,NFO
16562434,64697,NIFTY25SEP26000PE,NIFTY,0,2025-09-30,26000.0,0.05,75,PE,NFO-OPT,NFO
15492610,60518,NIFTY25SEP25950CE,NIFTY,0,2025-09-30,25950.0,0.05,75,CE,NFO-OPT,NFO
15500034,60547,NIFTY25SEP25950PE,NIFTY,0,2025-09-30,25950.0,0.05,75,PE,NFO-OPT,NFO
15492098,60516,NIFTY25SEP25900CE,NIFTY,0,2025-09-30,25900.0,0.05,75,CE,NFO-OPT,NFO
15492354,60517,NIFTY25SEP25900PE,NIFTY,0,2025-09-30,25900.0,0.05,75,PE,NFO-OPT,NFO
15491586,60514,NIFTY25SEP25850CE,NIFTY,0,2025-09-30,25850.0,0.05,75,CE,NFO-OPT,NFO
15491842,60515,NIFTY25SEP25850PE,NIFTY,0,2025-09-30,25850.0,0.05,75,PE,NFO-OPT,NFO
15491074,60512,NIFTY25SEP25800CE,NIFTY,0,2025-09-30,25800.0,0.05,75,CE,NFO-OPT,NFO
15491330,60513,NIFTY25SEP25800PE,NIFTY,0,2025-09-30,25800.0,0.05,75,PE,NFO-OPT,NFO
15490562,60510,NIFTY25SEP25750CE,NIFTY,0,2025-09-30,25750.0,0.05,75,CE,NFO-OPT,NFO
15490818,60511,NIFTY25SEP25750PE,NIFTY,0,2025-09-30,25750.0,0.05,75,PE,NFO-OPT,NFO
15490050,60508,NIFTY25SEP25700CE,NIFTY,0,2025-09-30,25700.0,0.05,75,CE,NFO-OPT,NFO
15490306,60509,NIFTY25SEP25700PE,NIFTY,0,2025-09-30,25700.0,0.05,75,PE,NFO-OPT,NFO
15489282,60505,NIFTY25SEP25650CE,NIFTY,0,2025-09-30,25650.0,0.05,75,CE,NFO-OPT,NFO
15489538,60506,NIFTY25SEP25650PE,NIFTY,0,2025-09-30,25650.0,0.05,75,PE,NFO-OPT,NFO
15488770,60503,NIFTY25SEP25600CE,NIFTY,0,2025-09-30,25600.0,0.05,75,CE,NFO-OPT,NFO
15489026,60504,NIFTY25SEP25600PE,NIFTY,0,2025-09-30,25600.0,0.05,75,PE,NFO-OPT,NFO
15488258,60501,NIFTY25SEP25550CE,NIFTY,0,2025-09-30,25550.0,0.05,75,CE,NFO-OPT,NFO
15488514,60502,NIFTY25SEP25550PE,NIFTY,0,2025-09-30,25550.0,0.05,75,PE,NFO-OPT,NFO
15487746,60499,NIFTY25SEP25500CE,NIFTY,0,2025-09-30,25500.0,0.05,75,CE,NFO-OPT,NFO
15488002,60500,NIFTY25SEP25500PE,NIFTY,0,2025-09-30,25500.0,0.05,75,PE,NFO-OPT,NFO
15487234,60497,NIFTY25SEP25450CE,NIFTY,0,2025-09-30,25450.0,0.05,75,CE,NFO-OPT,NFO
15476482,60455,NIFTY25SEP24650CE,NIFTY,0,2025-09-30,24650.0,0.05,75,CE,NFO-OPT,NFO
15476738,60456,NIFTY25SEP24650PE,NIFTY,0,2025-09-30,24650.0,0.05,75,PE,NFO-OPT,NFO
15475970,60453,NIFTY25SEP24600CE,NIFTY,0,2025-09-30,24600.0,0.05,75,CE,NFO-OPT,NFO
15476226,60454,NIFTY25SEP24600PE,NIFTY,0,2025-09-30,24600.0,0.05,75,PE,NFO-OPT,NFO
15475458,60451,NIFTY25SEP24550CE,NIFTY,0,2025-09-30,24550.0,0.05,75,CE,NFO-OPT,NFO
15475714,60452,NIFTY25SEP24550PE,NIFTY,0,2025-09-30,24550.0,0.05,75,PE,NFO-OPT,NFO
15473410,60443,NIFTY25SEP24500CE,NIFTY,0,2025-09-30,24500.0,0.05,75,CE,NFO-OPT,NFO
15475202,60450,NIFTY25SEP24500PE,NIFTY,0,2025-09-30,24500.0,0.05,75,PE,NFO-OPT,NFO
15472898,60441,NIFTY25SEP24450CE,NIFTY,0,2025-09-30,24450.0,0.05,75,CE,NFO-OPT,NFO
15473154,60442,NIFTY25SEP24450PE,NIFTY,0,2025-09-30,24450.0,0.05,75,PE,NFO-OPT,NFO
15469314,60427,NIFTY25SEP24400CE,NIFTY,0,2025-09-30,24400.0,0.05,75,CE,NFO-OPT,NFO
15472642,60440,NIFTY25SEP24400PE,NIFTY,0,2025-09-30,24400.0,0.05,75,PE,NFO-OPT,NFO
15462914,60402,NIFTY25SEP24350CE,NIFTY,0,2025-09-30,24350.0,0.05,75,CE,NFO-OPT,NFO
15463938,60406,NIFTY25SEP24350PE,NIFTY,0,2025-09-30,24350.0,0.05,75,PE,NFO-OPT,NFO
15461890,60398,NIFTY25SEP24300CE,NIFTY,0,2025-09-30,24300.0,0.05,75,CE,NFO-OPT,NFO
15462658,60401,NIFTY25SEP24300PE,NIFTY,0,2025-09-30,24300.0,0.05,75,PE,NFO-OPT,NFO
15460098,60391,NIFTY25SEP24250CE,NIFTY,0,2025-09-30,24250.0,0.05,75,CE,NFO-OPT,NFO
15460354,60392,NIFTY25SEP24250PE,NIFTY,0,2025-09-30,24250.0,0.05,75,PE,NFO-OPT,NFO
15458306,60384,NIFTY25SEP24200CE,NIFTY,0,2025-09-30,24200.0,0.05,75,CE,NFO-OPT,NFO
15459842,60390,NIFTY25SEP24200PE,NIFTY,0,2025-09-30,24200.0,0.05,75,PE,NFO-OPT,NFO
15457794,60382,NIFTY25SEP24150CE,NIFTY,0,2025-09-30,24150.0,0.05,75,CE,NFO-OPT,NFO
15458050,60383,NIFTY25SEP24150PE,NIFTY,0,2025-09-30,24150.0,0.05,75,PE,NFO-OPT,NFO
15456514,60377,NIFTY25SEP24100CE,NIFTY,0,2025-09-30,24100.0,0.05,75,CE,NFO-OPT,NFO
15457538,60381,NIFTY25SEP24100PE,NIFTY,0,2025-09-30,24100.0,0.05,75,PE,NFO-OPT,NFO
15455490,60373,NIFTY25SEP24050CE,NIFTY,0,2025-09-30,24050.0,0.05,75,CE,NFO-OPT,NFO
15455746,60374,NIFTY25SEP24050PE,NIFTY,0,2025-09-30,24050.0,0.05,75,PE,NFO-OPT,NFO
16561154,64692,NIFTY25SEP24000CE,NIFTY,0,2025-09-30,24000.0,0.05,75,CE,NFO-OPT,NFO
16561410,64693,NIFTY25SEP24000PE,NIFTY,0,2025-09-30,24000.0,0.05,75,PE,NFO-OPT,NFO
15452930,60363,NIFTY25SEP23950CE,NIFTY,0,2025-09-30,23950.0,0.05,75,CE,NFO-OPT,NFO
15455234,60372,NIFTY25SEP23950PE,NIFTY,0,2025-09-30,23950.0,0.05,75,PE,NFO-OPT,NFO
15451906,60359,NIFTY25SEP23900CE,NIFTY,0,2025-09-30,23900.0,0.05,75,CE,NFO-OPT,NFO
15452674,60362,NIFTY25SEP23900PE,NIFTY,0,2025-09-30,23900.0,0.05,75,PE,NFO-OPT,NFO
15451394,60357,NIFTY25SEP23850CE,NIFTY,0,2025-09-30,23850.0,0.05,75,CE,NFO-OPT,NFO
15451650,60358,NIFTY25SEP23850PE,NIFTY,0,2025-09-30,23850.0,0.05,75,PE,NFO-OPT,NFO
15450370,60353,NIFTY25SEP23800CE,NIFTY,0,2025-09-30,23800.0,0.05,75,CE,NFO-OPT,NFO
15451138,60356,NIFTY25SEP23800PE,NIFTY,0,2025-09-30,23800.0,0.05,75,PE,NFO-OPT,NFO
15449602,60350,NIFTY25SEP23750CE,NIFTY,0,2025-09-30,23750.0,0.05,75,CE,NFO-OPT,NFO
15449858,60351,NIFTY25SEP23750PE,NIFTY,0,2025-09-30,23750.0,0.05,75,PE,NFO-OPT,NFO
15448834,60347,NIFTY25SEP23700CE,NIFTY,0,2025-09-30,23700.0,0.05,75,CE,NFO-OPT,NFO
15449090,60348,NIFTY25SEP23700PE,NIFTY,0,2025-09-30,23700.0,0.05,75,PE,NFO-OPT,NFO
15448322,60345,NIFTY25SEP23650CE,NIFTY,0,2025-09-30,23650.0,0.05,75,CE,NFO-OPT,NFO
15448578,60346,NIFTY25SEP23650PE,NIFTY,0,2025-09-30,23650.0,0.05,75,PE,NFO-OPT,NFO
15447298,60341,NIFTY25SEP23600CE,NIFTY,0,2025-09-30,23600.0,0.05,75,CE,NFO-OPT,NFO
15447554,60342,NIFTY25SEP23600PE,NIFTY,0,2025-09-30,23600.0,0.05,75,PE,NFO-OPT,NFO
15446786,60339,NIFTY25SEP23550CE,NIFTY,0,2025-09-30,23550.0,0.05,75,CE,NFO-OPT,NFO
15447042,60340,NIFTY25SEP23550PE,NIFTY,0,2025-09-30,23550.0,0.05,75,PE,NFO-OPT,NFO
15446274,60337,NIFTY25SEP23500CE,NIFTY,0,2025-09-30,23500.0,0.05,75,CE,NFO-OPT,NFO
15446530,60338,NIFTY25SEP23500PE,NIFTY,0,2025-09-30,23500.0,0.05,75,PE,NFO-OPT,NFO
15445762,60335,NIFTY25SEP23450CE,NIFTY,0,2025-09-30,23450.0,0.05,75,CE,NFO-OPT,NFO
15446018,60336,NIFTY25SEP23450PE,NIFTY,0,2025-09-30,23450.0,0.05,75,PE,NFO-OPT,NFO
15445250,60333,NIFTY25SEP23400CE,NIFTY,0,2025-09-30,23400.0,0.05,75,CE,NFO-OPT,NFO
15445506,60334,NIFTY25SEP23400PE,NIFTY,0,2025-09-30,23400.0,0.05,75,PE,NFO-OPT,NFO
15444738,60331,NIFTY25SEP23350CE,NIFTY,0,2025-09-30,23350.0,0.05,75,CE,NFO-OPT,NFO
15444994,60332,NIFTY25SEP23350PE,NIFTY,0,2025-09-30,23350.0,0.05,75,PE,NFO-OPT,NFO
15443714,60327,NIFTY25SEP23300CE,NIFTY,0,2025-09-30,23300.0,0.05,75,CE,NFO-OPT,NFO
15443970,60328,NIFTY25SEP23300PE,NIFTY,0,2025-09-30,23300.0,0.05,75,PE,NFO-OPT,NFO
15443202,60325,NIFTY25SEP23250CE,NIFTY,0,2025-09-30,23250.0,0.05,75,CE,NFO-OPT,NFO
15443458,60326,NIFTY25SEP23250PE,NIFTY,0,2025-09-30,23250.0,0.05,75,PE,NFO-OPT,NFO
15442690,60323,NIFTY25SEP23200CE,NIFTY,0,2025-09-30,23200.0,0.05,75,CE,NFO-OPT,NFO
15442946,60324,NIFTY25SEP23200PE,NIFTY,0,2025-09-30,23200.0,0.05,75,PE,NFO-OPT,NFO
15442178,60321,NIFTY25SEP23150CE,NIFTY,0,2025-09-30,23150.0,0.05,75,CE,NFO-OPT,NFO
15442434,60322,NIFTY25SEP23150PE,NIFTY,0,2025-09-30,23150.0,0.05,75,PE,NFO-OPT,NFO
15441666,60319,NIFTY25SEP23100CE,NIFTY,0,2025-09-30,23100.0,0.05,75,CE,NFO-OPT,NFO
15441922,60320,NIFTY25SEP23100PE,NIFTY,0,2025-09-30,23100.0,0.05,75,PE,NFO-OPT,NFO
15441154,60317,NIFTY25SEP23050CE,NIFTY,0,2025-09-30,23050.0,0.05,75,CE,NFO-OPT,NFO
15441410,60318,NIFTY25SEP23050PE,NIFTY,0,2025-09-30,23050.0,0.05,75,PE,NFO-OPT,NFO
16560642,64690,NIFTY25SEP23000CE,NIFTY,0,2025-09-30,23000.0,0.05,75,CE,NFO-OPT,NFO
16560898,64691,NIFTY25SEP23000PE,NIFTY,0,2025-09-30,23000.0,0.05,75,PE,NFO-OPT,NFO
15440642,60315,NIFTY25SEP22950CE,NIFTY,0,2025-09-30,22950.0,0.05,75,CE,NFO-OPT,NFO
15440898,60316,NIFTY25SEP22950PE,NIFTY,0,2025-09-30,22950.0,0.05,75,PE,NFO-OPT,NFO
15440130,60313,NIFTY25SEP22900CE,NIFTY,0,2025-09-30,22900.0,0.05,75,CE,NFO-OPT,NFO
15440386,60314,NIFTY25SEP22900PE,NIFTY,0,2025-09-30,22900.0,0.05,75,PE,NFO-OPT,NFO
15439618,60311,NIFTY25SEP22850CE,NIFTY,0,2025-09-30,22850.0,0.05,75,CE,NFO-OPT,NFO
15439874,60312,NIFTY25SEP22850PE,NIFTY,0,2025-09-30,22850.0,0.05,75,PE,NFO-OPT,NFO
15439106,60309,NIFTY25SEP22800CE,NIFTY,0,2025-09-30,22800.0,0.05,75,CE,NFO-OPT,NFO
15439362,60310,NIFTY25SEP22800PE,NIFTY,0,2025-09-30,22800.0,0.05,75,PE,NFO-OPT,NFO
15438594,60307,NIFTY25SEP22750CE,NIFTY,0,2025-09-30,22750.0,0.05,75,CE,NFO-OPT,NFO
15438850,60308,NIFTY25SEP22750PE,NIFTY,0,2025-09-30,22750.0,0.05,75,PE,NFO-OPT,NFO
15438082,60305,NIFTY25SEP22700CE,NIFTY,0,2025-09-30,22700.0,0.05,75,CE,NFO-OPT,NFO
15438338,60306,NIFTY25SEP22700PE,NIFTY,0,2025-09-30,22700.0,0.05,75,PE,NFO-OPT,NFO
15437570,60303,NIFTY25SEP22650CE,NIFTY,0,2025-09-30,22650.0,0.05,75,CE,NFO-OPT,NFO
15437826,60304,NIFTY25SEP22650PE,NIFTY,0,2025-09-30,22650.0,0.05,75,PE,NFO-OPT,NFO
15437058,60301,NIFTY25SEP22600CE,NIFTY,0,2025-09-30,22600.0,0.05,75,CE,NFO-OPT,NFO
15437314,60302,NIFTY25SEP22600PE,NIFTY,0,2025-09-30,22600.0,0.05,75,PE,NFO-OPT,NFO
16560130,64688,NIFTY25SEP22000CE,NIFTY,0,2025-09-30,22000.0,0.05,75,CE,NFO-OPT,NFO
16560386,64689,NIFTY25SEP22000PE,NIFTY,0,2025-09-30,22000.0,0.05,75,PE,NFO-OPT,NFO
16559618,64686,NIFTY25SEP21000CE,NIFTY,0,2025-09-30,21000.0,0.05,75,CE,NFO-OPT,NFO
16559874,64687,NIFTY25SEP21000PE,NIFTY,0,2025-09-30,21000.0,0.05,75,PE,NFO-OPT,NFO
16559106,64684,NIFTY25SEP20000CE,NIFTY,0,2025-09-30,20000.0,0.05,75,CE,NFO-OPT,NFO
16559362,64685,NIFTY25SEP20000PE,NIFTY,0,2025-09-30,20000.0,0.05,75,PE,NFO-OPT,NFO
16558594,64682,NIFTY25SEP19000CE,NIFTY,0,2025-09-30,19000.0,0.05,75,CE,NFO-OPT,NFO
16558850,64683,NIFTY25SEP19000PE,NIFTY,0,2025-09-30,19000.0,0.05,75,PE,NFO-OPT,NFO
16558082,64680,NIFTY25SEP18000CE,NIFTY,0,2025-09-30,18000.0,0.05,75,CE,NFO-OPT,NFO
16558338,64681,NIFTY25SEP18000PE,NIFTY,0,2025-09-30,18000.0,0.05,75,PE,NFO-OPT,NFO
16557570,64678,NIFTY25SEP17000CE,NIFTY,0,2025-09-30,17000.0,0.05,75,CE,NFO-OPT,NFO
16557826,64679,NIFTY25SEP17000PE,NIFTY,0,2025-09-30,17000.0,0.05,75,PE,NFO-OPT,NFO
9828610,38393,NIFTY25O0725050CE,NIFTY,0,2025-10-07,25050.0,0.05,75,CE,NFO-OPT,NFO
9828866,38394,NIFTY25O0725050PE,NIFTY,0,2025-10-07,25050.0,0.05,75,PE,NFO-OPT,NFO
9829122,38395,NIFTY25O0725100CE,NIFTY,0,2025-10-07,25100.0,0.05,75,CE,NFO-OPT,NFO
9829378,38396,NIFTY25O0725100PE,NIFTY,0,2025-10-07,25100.0,0.05,75,PE,NFO-OPT,NFO
9827074,38387,NIFTY25O0725000CE,NIFTY,0,2025-10-07,25000.0,0.05,75,CE,NFO-OPT,NFO
9827586,38389,NIFTY25O0725000PE,NIFTY,0,2025-10-07,25000.0,0.05,75,PE,NFO-OPT,NFO
9829634,38397,NIFTY25O0725150CE,NIFTY,0,2025-10-07,25150.0,0.05,75,CE,NFO-OPT,NFO
9829890,38398,NIFTY25O0725150PE,NIFTY,0,2025-10-07,25150.0,0.05,75,PE,NFO-OPT,NFO
